"Anno accademico","Ateneo","Classe","Immatricolati","Area","Città","Provincia","Regione","Area geografica","Tipo","Fondazione"
"2005/2006","Università degli Studi di PARMA","14/S - Specialistiche in farmacia e farmacia industriale",290,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","15 - Scienze politiche e delle relazioni internazionali",99,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","16 - Scienze della Terra",22,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","17 - Scienze dell'economia e della gestione aziendale",800,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","20 - Scienze e tecnologie agrarie, agroalimentari e forestali",150,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","21 - Scienze e tecnologie chimiche",74,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","24 - Scienze e tecnologie farmaceutiche",85,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","25 - Scienze e tecnologie fisiche",46,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","26 - Scienze e tecnologie informatiche",33,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","27 - Scienze e tecnologie per l'ambiente e la natura",56,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","28 - Scienze economiche",72,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","29 - Filosofia",66,"Umanistica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","31 - Scienze giuridiche",371,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","32 - Scienze matematiche",31,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","33 - Scienze delle attivita motorie e sportive",163,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","34 - Scienze e tecniche psicologiche",189,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","4 - Scienze dell'architettura e dell'ingegneria edile",241,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","40 - Scienze e tecnologie zootecniche e delle produzioni animali",98,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","41 - Tecnologie per la conservazione e il restauro dei beni culturali",56,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","46/S - Specialistiche in medicina e chirurgia",106,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","47/S - Specialistiche in medicina veterinaria",52,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","5 - Lettere",287,"Umanistica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","52/S - Specialistiche in odontoiatria e protesi dentaria",6,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","6 - Scienze del servizio sociale",38,"Sociale","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","8 - Ingegneria civile e ambientale",178,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","9 - Ingegneria dell'informazione",245,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",196,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","SNT/2 - Professioni sanitarie della riabilitazione",19,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","SNT/3 - Professioni sanitarie tecniche",23,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","SNT/4 - Professioni sanitarie della prevenzione",18,"Sanitaria","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PAVIA","1 - Biotecnologie",191,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","10 - Ingegneria industriale",88,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","11 - Lingue e culture moderne",136,"Umanistica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","12 - Scienze biologiche",217,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","13 - Scienze dei beni culturali",156,"Umanistica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","14 - Scienze della comunicazione",128,"Sociale","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","14/S - Specialistiche in farmacia e farmacia industriale",248,"Sanitaria","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","15 - Scienze politiche e delle relazioni internazionali",190,"Sociale","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","16 - Scienze della Terra",27,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","17 - Scienze dell'economia e della gestione aziendale",358,"Sociale","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","19 - Scienze dell'amministrazione",66,"Sociale","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","21 - Scienze e tecnologie chimiche",70,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","24 - Scienze e tecnologie farmaceutiche",34,"Sanitaria","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","25 - Scienze e tecnologie fisiche",49,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","27 - Scienze e tecnologie per l'ambiente e la natura",63,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","28 - Scienze economiche",82,"Sociale","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","29 - Filosofia",99,"Umanistica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","31 - Scienze giuridiche",418,"Sociale","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","32 - Scienze matematiche",34,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","33 - Scienze delle attivita motorie e sportive",121,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","34 - Scienze e tecniche psicologiche",114,"Sociale","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","35 - Scienze sociali per la cooperazione, lo sviluppo e la pace",73,"Sociale","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","4/S - Specialistiche in architettura e ingegneria edile",96,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","46/S - Specialistiche in medicina e chirurgia",178,"Sanitaria","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","5 - Lettere",151,"Umanistica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","52/S - Specialistiche in odontoiatria e protesi dentaria",9,"Sanitaria","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","8 - Ingegneria civile e ambientale",171,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","9 - Ingegneria dell'informazione",227,"Scientifica","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",164,"Sanitaria","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","SNT/2 - Professioni sanitarie della riabilitazione",55,"Sanitaria","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","SNT/3 - Professioni sanitarie tecniche",64,"Sanitaria","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PAVIA","SNT/4 - Professioni sanitarie della prevenzione",10,"Sanitaria","Pavia","Pavia","Lombardia","Nord","Pubblica",1361
"2005/2006","Università degli Studi di PERUGIA","1 - Biotecnologie",228,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","10 - Ingegneria industriale",125,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","11 - Lingue e culture moderne",56,"Umanistica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","12 - Scienze biologiche",90,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","13 - Scienze dei beni culturali",155,"Umanistica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","14 - Scienze della comunicazione",203,"Sociale","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","14/S - Specialistiche in farmacia e farmacia industriale",125,"Sanitaria","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","15 - Scienze politiche e delle relazioni internazionali",279,"Sociale","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","16 - Scienze della Terra",42,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","17 - Scienze dell'economia e della gestione aziendale",695,"Sociale","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","18 - Scienze dell'educazione e della formazione",212,"Umanistica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","2 - Scienze dei servizi giuridici",200,"Sociale","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","20 - Scienze e tecnologie agrarie, agroalimentari e forestali",158,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","21 - Scienze e tecnologie chimiche",55,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","23 - Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",63,"Umanistica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","24 - Scienze e tecnologie farmaceutiche",65,"Sanitaria","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","25 - Scienze e tecnologie fisiche",26,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","26 - Scienze e tecnologie informatiche",51,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","27 - Scienze e tecnologie per l'ambiente e la natura",26,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","29 - Filosofia",52,"Umanistica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","3 - Scienze della mediazione linguistica",113,"Umanistica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","31 - Scienze giuridiche",463,"Sociale","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","32 - Scienze matematiche",46,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","33 - Scienze delle attivita motorie e sportive",132,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","35 - Scienze sociali per la cooperazione, lo sviluppo e la pace",19,"Sociale","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","37 - Scienze statistiche",29,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","38 - Scienze storiche",19,"Umanistica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","40 - Scienze e tecnologie zootecniche e delle produzioni animali",99,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","41 - Tecnologie per la conservazione e il restauro dei beni culturali",17,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","46/S - Specialistiche in medicina e chirurgia",161,"Sanitaria","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","47/S - Specialistiche in medicina veterinaria",73,"Sanitaria","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","5 - Lettere",74,"Umanistica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","52/S - Specialistiche in odontoiatria e protesi dentaria",8,"Sanitaria","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","6 - Scienze del servizio sociale",160,"Sociale","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","8 - Ingegneria civile e ambientale",210,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","9 - Ingegneria dell'informazione",191,"Scientifica","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",129,"Sanitaria","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","SNT/2 - Professioni sanitarie della riabilitazione",31,"Sanitaria","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","SNT/3 - Professioni sanitarie tecniche",11,"Sanitaria","Perugia","Perugia","Umbria","Centro","Pubblica",1308
"2005/2006","Università degli Studi di PERUGIA","SNT/4 - Professioni sanitarie della prevenzione",31,"Sanitaria","Perugia","Perugia","Umbria","Centro","Pubblica",1308
